title,link,blogger,postdate,description,likes,comments,keyword_hits,days_since,recency_score,engagement,engagement_score,keyword_score,final_score
선물하기 프라다 모노크롬 립스틱 R126 스칼라토 실물 발색 후기,https://blog.naver.com/fiesta7272/223966272637,뚜벅이 배낭여행자를 위한 파워TJ의 내돈내산 후기,20250811,늘 여행과 맛집 포스팅 위주로 글을 올리다가 오랜만에 립스틱 후기를 올립니다 왜 뜬금없이 립스틱... 뷰티 립스틱 발색 후기가 거의 없었기 때문에 제 속이 터져서요.. 뷰티 인플루언서 분의 발색 샷이 몇 개... ,0,0,1,9,0.99302649930265,0,0.0,1.0,59.7907949790795
"케이트 립몬스터 3개 샀는데.. 립스틱 착색력, 발색 후기",https://blog.naver.com/borareview/223907628394,쪼의 리뷰박스,20250622,"최근에 츠키가 추천한 '안 지워지는 립스틱' 아니 이걸 보는데 어떻게 안 사요(^^) 그래서 바로... 저처럼 잘 지워진다, 착색이 거의 안 된다는 후기가 상당히 많긴 했습니다.. 제가 보기에는 컬러가 쨍한... ",0,0,1,59,0.9232914923291492,0,0.0,1.0,57.698744769874466
싼) 샤넬 립앤치크밤 2호 헬시핑크 웜톤 블러셔 &amp; 립스틱 후기,https://blog.naver.com/borareview/223770032662,쪼의 리뷰박스,20250222,"맥 립스틱 하나에 3.5g에 39,000원이니 샤넬은 6.5g이니 '맥 립스틱 두 개 분량을 이 가격에?' 하는 생각이 들었답니다.. 물론 '샤넬'이라는 브랜드 가치를 생각하면 충분히 납득이 되는 가격이긴 해요! 헬시핑크... ",0,0,1,179,0.7559274755927475,0,0.0,1.0,52.67782426778243
각질 부각 없는 립스틱 무자극인증 NO타르 네츄럴샤인 건성 후기,https://blog.naver.com/soravan/223669975191,왜가리의 리뷰 둥지,20241122,그래서 립스틱에 대해서도 기대가 컸는데 드디어어어 써봤습니다 그 결과 오늘 포스팅할께요. 임신... 이웃님들의 입술 이제 자연으로 아름답게 가꿔보세요. 네츄럴샤인 럭스 트리플 큐어 립스틱 후기였습니다.,0,0,1,271,0.6276150627615062,0,0.0,1.0,48.82845188284519
"7가지, 언제 꺼내도 빛나는 샤넬 립스틱 리얼 후기",https://blog.naver.com/love17212/223972080418,여행하면서 건강하게 행복하자,20250816,샤넬톤온톤메이크업 #샤넬립스틱리뷰 #샤넬립모음 #샤넬립후기 #샤넬화장품추천 #샤넬메이크업추천 #샤넬립스틱색상 #샤넬립스틱발색 #샤넬립제품 #샤넬립스틱컬러 #샤넬립메이크업 #샤넬립스틱모음,0,0,0,4,1.0,0,0.0,0.0,30.0
